Start Rank,End Rank,Wins,Matches,Avg Weighted Sanyaku Score,Signed Divergence
m11w,m7e,10,3,0.000,-4
m11w,m7w,8,15,0.000,-7
m11w,m7w,9,7,0.000,-5
m11w,m8e,8,13,0.000,-6
m11w,m8e,9,3,0.000,-4
m11w,m8w,8,18,0.000,-5
m11w,m8w,9,3,0.000,-3
m11w,m9e,8,12,0.000,-4
m11w,m9e,9,2,0.000,-2
m11w,m9w,8,6,0.000,-3
m11w,m9w,9,2,0.000,-1
m11w,m10e,8,11,0.000,-2
m11w,m10e,9,2,0.000,0
m11w,m10w,8,7,0.000,-1
m11w,m11e,8,4,0.000,0
m11w,m11e,9,1,0.000,2
m11w,m11w,7,8,0.000,-1
m11w,m12e,6,1,0.000,-2
m11w,m12e,7,8,0.000,0
m11w,m12w,6,1,0.000,-1
m11w,m12w,7,10,0.000,1
m11w,m13e,6,5,0.000,0
m11w,m13e,7,12,0.000,2
m11w,m13w,5,1,0.000,-1
m11w,m13w,6,6,0.000,1
m11w,m13w,7,3,0.000,3
m11w,m14e,5,1,0.000,0
m11w,m14e,6,12,0.000,2
m11w,m14e,7,4,0.000,4
m11w,m14w,6,4,0.000,3
m11w,m14w,7,4,0.000,5
m11w,m15e,5,1,0.000,2
m11w,m15e,6,2,0.000,4
m11w,m15e,7,1,0.000,6
m11w,m15w,5,4,0.000,3
m11w,m15w,6,2,0.000,5
m11w,m16e,5,3,0.000,4
m11w,m16w,5,3,0.000,5
m11w,j1e,5,2,0.000,10
m11w,j1e,6,3,0.000,12
m11w,j1e,7,1,0.000,14
m11w,j1w,4,3,0.000,9
m11w,j1w,5,3,0.000,11
m11w,j1w,6,3,0.000,13
m11w,j2e,3,1,0.000,8
m11w,j2e,5,4,0.000,12
m11w,j2e,6,3,0.000,14
m11w,j2w,3,1,0.000,9
m11w,j2w,4,2,0.000,11
m11w,j2w,5,4,0.000,13
m11w,j2w,6,2,0.000,15
m11w,j3e,3,1,0.000,10
m11w,j3e,5,1,0.000,14
m11w,j3w,3,1,0.000,11
m11w,j3w,4,4,0.000,13
m11w,j3w,5,1,0.000,15
m11w,j4e,5,1,0.000,16
m11w,j4w,2,2,0.000,11
m11w,j4w,3,1,0.000,13
m11w,j4w,4,1,0.000,15
m11w,j5e,3,1,0.000,14
m11w,j5w,2,2,0.000,13
m11w,j6e,0,1,0.000,10
m11w,j7w,2,3,0.000,17
m11w,j8w,4,2,0.000,23
m12e,m1w,12,3,2.667,-12
m12e,m2e,10,2,0.000,-15
m12e,m2e,11,1,0.000,-13
m12e,m2w,10,2,0.000,-14
m12e,m2w,11,2,0.000,-12
m12e,m3e,9,1,0.000,-15
m12e,m3e,10,4,0.000,-13
m12e,m3e,11,2,0.500,-11
m12e,m3w,8,1,0.000,-16
m12e,m3w,9,3,0.333,-14
m12e,m3w,10,2,0.000,-12
m12e,m4e,9,6,0.000,-13
m12e,m4e,10,2,0.000,-11
m12e,m4e,11,4,0.000,-9
m12e,m4w,9,4,0.000,-12
m12e,m4w,10,6,0.167,-10
m12e,m4w,11,1,0.000,-8
m12e,m5e,8,1,0.000,-13
m12e,m5e,9,5,0.000,-11
m12e,m5e,10,4,0.000,-9
m12e,m5e,11,3,0.000,-7
m12e,m5w,8,1,0.000,-12
m12e,m5w,9,4,0.000,-10
m12e,m5w,10,4,0.000,-8
m12e,m5w,11,2,0.000,-6
m12e,m6e,8,1,0.000,-11
m12e,m6e,9,6,0.167,-9
m12e,m6e,10,3,0.000,-7
m12e,m6w,8,2,0.000,-10
m12e,m6w,9,13,0.000,-8
m12e,m6w,10,1,0.000,-6
m12e,m7e,8,2,0.000,-9
m12e,m7e,9,4,0.000,-7
m12e,m7e,10,3,0.000,-5
m12e,m7w,8,6,0.000,-8
m12e,m7w,9,5,0.000,-6
m12e,m8e,8,11,0.000,-7
m12e,m8e,9,7,0.000,-5
m12e,m8e,10,1,0.000,-3
m12e,m8w,8,14,0.000,-6
m12e,m8w,9,7,0.143,-4
m12e,m9e,8,10,0.000,-5
m12e,m9w,8,16,0.000,-4
m12e,m9w,9,2,0.000,-2
m12e,m10e,8,9,0.000,-3
m12e,m10e,9,2,0.000,-1
m12e,m10w,8,3,0.000,-2
m12e,m11e,8,11,0.000,-1
m12e,m11w,8,8,0.000,0
m12e,m12e,7,2,0.000,-1
m12e,m12w,7,8,0.000,0
m12e,m13e,6,1,0.000,-1
m12e,m13e,7,11,0.000,1
m12e,m13w,6,1,0.000,0
m12e,m13w,7,9,0.000,2
m12e,m14e,6,5,0.000,1
m12e,m14e,7,4,0.000,3
m12e,m14w,6,4,0.000,2
m12e,m14w,7,6,0.000,4
m12e,m15e,5,1,0.000,1
m12e,m15e,6,17,0.000,3
m12e,m15w,5,5,0.000,2
m12e,m15w,6,3,0.000,4
m12e,m15w,7,1,0.000,6
m12e,m16e,5,2,0.000,3
m12e,m16e,6,1,0.000,5
m12e,m16e,7,1,0.000,7
m12e,m16w,5,1,0.000,4
m12e,m17e,5,2,0.000,5
m12e,m17w,4,1,0.000,4
m12e,m18w,4,1,0.000,6
m12e,j1e,4,1,0.000,7
m12e,j1e,5,1,0.000,9
m12e,j1e,6,2,0.000,11
m12e,j1e,7,1,0.000,13
m12e,j1w,4,1,0.000,8
m12e,j1w,6,4,0.000,12
m12e,j1w,7,3,0.000,14
m12e,j2e,5,3,0.000,11
m12e,j2e,6,3,0.000,13
m12e,j2e,7,1,0.000,15
m12e,j2w,5,1,0.000,12
m12e,j2w,6,1,0.000,14
m12e,j3e,3,4,0.000,9
m12e,j3e,4,1,0.000,11
m12e,j3e,5,4,0.000,13
m12e,j3e,6,1,0.000,15
m12e,j3w,3,1,0.000,10
m12e,j3w,4,2,0.000,12
m12e,j3w,5,3,0.000,14
m12e,j3w,6,2,0.000,16
m12e,j4e,3,3,0.000,11
m12e,j4e,4,3,0.000,13
m12e,j4e,5,2,0.000,15
m12e,j4w,4,2,0.000,14
m12e,j4w,5,1,0.000,16
m12e,j5e,3,2,0.000,13
m12e,j5e,4,2,0.000,15
m12e,j5w,2,2,0.000,12
m12e,j5w,3,1,0.000,14
m12e,j5w,4,3,0.000,16
m12e,j6e,2,1,0.000,13
m12e,j6e,3,1,0.000,15
m12e,j6w,3,2,0.000,16
m12e,j6w,5,1,0.000,20
m12e,j7e,2,1,0.000,15
m12e,j7w,4,1,0.000,20
m12e,j8w,1,1,0.000,16
m12e,j9w,2,1,0.000,20
m12w,k1w,13,1,5.000,-17
m12w,k2e,14,1,7.000,-14
m12w,m1w,11,1,1.000,-15
m12w,m1w,12,1,0.000,-13
m12w,m2e,11,3,0.000,-14
m12w,m2e,12,1,0.000,-12
